"","intercept","d"
"80",0.0291708612208562,-0.46709865725458
"81",0.0187176525773586,-0.402607289537163
"82",0.0323124416908404,-0.343315937046804
"83",0.048876992697438,-0.0835618911481389
"84",0.00804997579670706,-0.179801414910807
"85",0.037670747019318,-0.336746973069832
"86",0.0431602373896687,-0.44313244084932
"87",0.0438311637006994,-0.0441064098557703
"88",-0.0203493094256609,-0.40362422735637
"89",0.0266576151717322,-0.0505882961606287
"90",-0.0308537364122822,-0.254025996190344
"91",0.00133282463663158,-0.152162894444952
"92",0.0180916241564902,-0.284097341352307
"93",0.0196672367038962,-0.188177873005851
"94",0.0297276716769524,-0.353419632840148
"95",0.0227119800056759,-0.379436250747011
"96",0.0796189709108411,-0.1130165982848
"97",0.00713311170492495,-0.16668068823792
"98",-0.0587897063577249,-0.814903429857153
"99",-0.00623955483314987,-0.117854369210325
"100",-0.00647079719604739,-0.160090510363815
"101",-0.044630527771037,-0.269851636673738
"102",-0.0700706036024982,-0.714125804914321
"103",-0.0117955441094727,-0.15554509768862
"104",0.0383071339810593,-0.158801988272463
"105",0.0266319852047533,-0.323080076934887
"106",-0.00214543661701479,-0.0938128170554159
"107",0.0179473028882753,-0.340897639788514
"108",0.02451357290884,-0.168965515074344
"109",0.0440252146180029,-0.464706361062381
"110",-0.00573458917472034,-0.0465244855533383
"111",-0.0315965320754166,-0.624576347739537
"112",0.0218895376719403,-0.125260752250556
"113",-0.0874204443368969,-0.112496057235698
"114",0.0107581419003874,-0.316901575926674
"115",-0.0407739772723166,-0.0888586605311212
"116",0.0624890763721406,-0.470061433829971
"117",0.0870221572453139,-0.234452117171791
"118",-0.000866514732580308,-0.279930278098885
"119",0.0150399004249683,-0.224082963292599
"120",0.057596428585321,-0.20084035157042
"121",-0.00237602519253551,-0.352016934570071
"122",0.0604802006710628,-0.583423756115117
"123",0.0201557763837472,-0.198788475132935
"124",-0.0680919904443073,-0.36921290554401
"125",0.0121851835227574,-0.2362133322513
"126",-0.0517764715477054,-0.335930467207557
"127",0.015896242245417,-0.145723489375598
"128",-0.00539538959833458,0.00056097342748717
"129",-0.0734492037038373,-0.363735493119088
"130",0.0453925735107863,-0.363904499942939
"131",0.0765551455549481,-0.133713938846211
"132",0.0160573387207997,-0.260639035331279
"133",0.0407118370461706,-0.155763688487245
"134",0.0285147383397995,-0.212973346786155
"135",0.00357980439944359,-0.1285712092732
"136",-0.0280657658570827,-0.17123554509032
"137",-0.00829897865382656,-0.350629188008739
"138",-0.0384919806117566,-0.0728667882822246
"139",0.016734330158715,-0.354642447153065
"140",-0.0185699714969167,-0.0596035838799795
"141",0.0181757109463117,-0.315695317051498
"142",-0.00147024990590126,-0.231952411142493
"143",0.0207698761621487,-0.108023718968705
"144",0.0485646311153356,-0.267388962782986
"145",0.0310246634068724,-0.37946162044142
"146",-0.0417927714955132,-0.308642861853075
"147",0.0318003432295122,-0.116177321949534
"148",0.0251638135208157,-0.416820882064782
"149",0.0357101513319857,-0.422139067094457
"150",0.0234593420831801,-0.302585754649594
"151",0.00823772584746571,-0.137477206700455
"152",-0.0749416287881006,-0.421415305916652
"153",0.0157640759571762,-0.149047796021951
"154",-0.0429639945925475,-0.120776799799963
"155",0.00683297036674956,-0.136465298412557
"156",0.0161356363249822,-0.162267127920635
"157",-0.00707287737788463,-0.133996576724713
"158",-0.0499178001187751,-0.595068228752444
"159",0.0636502217579936,-0.264097379610817
"160",-0.0392420441215373,-0.163642511646847
"161",0.0141919685805078,-0.194558492949436
"162",0.0168753939654645,-0.164315399450807
"163",0.033222060025182,-0.335166533806822
"164",-0.0565945643507752,-0.270171970214607
"165",0.0554472018014067,-1.79279068631827
"166",0.0507398608607448,-0.206632536033432
"167",-0.0193900902740482,-0.419210735447764
"168",0.00854766721279593,-0.640510449952239
"169",-0.00694262647156925,-0.195330251286049
"170",0.0383547125200553,-0.446737996111165
"171",0.0315678962280959,-0.359604733622131
"172",-0.0572511977707569,-0.35498589350987
"173",0.0324104474481835,-0.127481259440593
"174",0.0637696789121933,-0.41272371534802
"175",0.050411305703088,-0.15695162435273
"176",0.0333244238229859,-0.213254408932106
"177",-0.0378144418023553,-0.768527178411965
"178",0.083471110297902,-0.173031010943662
"179",-0.0295250021168768,-0.252708948418933
"180",-0.0192149289460621,-0.282013216329733
"181",0.00147034374954309,-0.20818111169217
"182",0.0816987282284382,-0.357241428190862
"183",0.0475552159647409,-0.0362198105328591
"184",-0.0361685684014157,-0.310821757331986
"185",0.0343146815910528,-0.160416361763847
"186",0.0310926899542665,-0.0985727719741254
"187",0.0357697443290547,-0.369753569256328
"188",-0.0505891218807645,-0.154857664811515
"189",-0.0242971957217005,-0.456970165888804
"190",-0.00795600841557785,-0.184708289516848
"191",0.00631940179669546,-0.204633805312162
"192",-0.0665640339071687,-0.788611271375015
"193",0.0139095706694784,-0.148792262921909
"194",0.00234160408431335,-0.175736143307426
"195",0.0145496279389522,-0.19804465262361
"196",0.0197553120447762,-0.0430008171162701
"197",0.0960881820807259,-0.298971084301819
"198",-0.0815470912479185,-0.484612356356031
"199",-0.0262949993649958,-0.42823351701839
"200",-0.0105763074261076,-0.187589951055583
"201",0.00395332783372043,-0.119085712689704
"202",-0.0317066644497418,-0.112920467372074
"203",0.0199133126472173,-0.159884238815692
"204",0.0446370434764499,-0.1989962687983
"205",0.00712936448420376,-0.123714244433186
"206",0.0184241711693765,-0.331171101202732
"207",-0.0366860313494734,-0.140649354041376
"208",-0.00978696650588282,-0.117489461570632
"209",-0.0202771067046234,-0.286503578371622
"210",-0.108875016583409,-0.400520924978043
"211",-0.0321593339975432,-0.299833434316512
"212",-0.0019994434577933,-0.0880840200863929
"213",0.0156213433083976,-0.0923941206368794
"214",0.0221563082735368,-0.266633850832172
"215",-0.0104359964327163,-0.0761505722249934
"216",-0.000594828085559819,-0.174355195028308
"217",-0.00997536415221208,-0.198676742730493
"218",0.00695911428230811,-0.206542347543008
"219",-0.0945237698803098,-0.425124318635678
"220",0.0551008758660038,-0.29695240876894
"221",0.0591814483528492,-0.339550389835022
"222",-0.0547129086766911,-0.279125679048761
"223",0.0541133214463,-0.678667169557728
"224",0.0311921158426394,-0.118411886924125
"225",-0.0114189132125748,-0.372846517545863
"226",-0.0070568499330687,-0.0368949282104092
"227",-0.00942709196098184,-0.249073945394208
"228",0.0451960105869007,-0.146308259540016
"229",-0.0222101527929411,-0.273959554200192
"230",-0.0294322022928441,-0.215909150373754
"231",-0.0784962616019218,-0.226379926249516
"232",-0.0328716301714009,-0.104207251192067
"233",-0.066620308106321,-0.276941127669427
"234",-0.0220135645494638,-0.684130130505768
"235",0.0138773524142475,-0.309040750735202
"236",-0.0160693007380971,-0.153909939884657
"237",-0.0443896781025647,-0.379981044270872
"238",-0.000116527056813467,-0.216936163117267
"239",-0.00701116113915325,-0.210524528114884
"240",-0.0285825674671149,-0.567981924541727
"241",0.0198028857486421,-0.276456240710856
"242",0.016150343534401,-0.180881638998734
"243",0.0135977630686312,-0.280789157025863
"244",-0.01010861494672,-0.169991619236696
"245",-0.00319957893645282,-0.233457081741154
"246",0.0144943069953614,-0.215659067152539
"247",-0.026356337386893,-0.123737712520159
"248",0.0107434037712436,-0.265933484577326
"249",0.0291876486822209,-0.209508827337894
"250",0.00432643187520321,-0.226532080898564
"251",0.00636431699736795,-0.443459539491071
"252",-0.0867518839879616,-0.521766438147563
"253",0.00325124155214749,-0.163564752756842
"254",0.00365174514583658,-0.0454354619854767
"255",-0.0513170424961066,-0.235173342217717
"256",0.0198328975984063,-0.0679507387101398
"257",-0.0202112431591057,-0.135127869392824
"258",-0.0284578459044865,-0.232149160143521
"259",0.0190168341443917,-0.282032237154171
"260",-0.00613543509969232,-0.0563729430782463
"261",0.023370646493251,-0.172106449828485
"262",0.00207246887520724,-0.175669745790258
"263",-0.0528647546607808,-0.337700078135502
"264",0.0633843187640281,-0.049062097160011
"265",-0.0249224217915808,-0.193636312932683
"266",0.0227160493300492,-0.269104574673718
"267",-0.0481193045419363,-0.329576359350768
"268",-0.0441913247688169,-0.193247082850768
"269",-0.057481260516042,-0.193545429987853
"270",-0.014334438666259,-0.292169278233045
"271",-0.0961832967957876,-0.27606911892081
"272",-0.0630280524971415,-0.335982739359827
"273",0.0103269468423547,-0.198993960808119
"274",0.0325532881266104,-0.132000031681408
"275",0.0239871159242731,-0.381416271494838
"276",-0.0278168415214064,-0.117203421003978
"277",-0.0455039002674925,-0.554690863955865
"278",-0.0224000803471581,-0.578898136709315
"279",0.0161302875868474,-0.320203030664452
"280",0.0209805510985114,-0.146790577271145
"281",-0.0215896884467462,-0.244736979268982
"282",0.00125276941772376,-0.0723853680241077
"283",-0.0105542679571482,-0.359770549679566
"284",0.0347159685917824,-0.254117414559571
"285",-0.00174536145022638,-0.0599292510684552
"286",0.0245893497759167,-0.264167963965428
"287",0.0244843489913879,-0.186275551589997
"288",0.0231625922314755,-0.298037354705212
"289",0.0438209053842002,-0.345205361332027
"290",-0.010849947995998,-0.0863011922013335
"291",-0.0307595798383713,-0.195028763126562
"292",-0.0753526298077257,-0.317758565694612
"293",0.0236372765124596,-0.103185627097102
"294",0.0182978172353455,-0.166253208086879
"295",-0.0205749828644294,-0.0954876946003413
"296",0.0385076185188235,-0.114164650052634
"297",0.0127137393116413,-0.161275474927524
"298",-0.0489494334329375,-0.189890656162479
"299",0.0368663603580233,-0.22327726086049
"300",0.0184269080453932,-0.171408442224912
"301",0.0212466378193604,-0.248916049433644
"302",-0.0115229324299087,-0.110043387871334
"303",0.0232298582745875,-0.0875944629432262
"304",0.0133841711125274,-0.533502520642073
"305",0.0535040684509906,-0.107676277729539
"306",0.0248540191804687,-0.197852655723964
"307",-0.00102507357975304,-0.276851214625499
"308",-0.0353681804574141,-0.116831852878161
"309",-0.0177990513816442,-0.232683982939647
"310",-0.0454636535577364,-0.236564902957274
"311",0.00826406309578519,-0.153998236844358
"312",0.0458257060787354,-0.487401352647864
"313",-0.0010135021609777,-0.510523535229144
"314",-0.0101980692270732,-0.119066823997093
"315",0.00968381534805604,-0.26523662866365
"316",-0.0448819609150741,-0.285534926795504
"317",0.00521919767617392,-0.107406882575464
"318",0.022827476479023,-0.381851456424556
"319",-0.105916125720622,-0.173472029005685
"320",-0.0515790161150761,-0.396947574862074
"321",-0.105293377218429,-0.676861709057057
"322",0.0424070547135343,-0.352500077262334
"323",-0.0306590908771419,-0.0535513508511717
"324",0.00995866141981369,-0.111259804950258
"325",-0.0226274290414793,-0.230739036645021
"326",0.0325590548326135,-0.175812131309583
"327",-0.0263752007458236,-0.164456883188087
"328",0.0766856637205679,-0.611303733772001
"329",0.0320147696570539,-0.325581701913417
"330",-0.00341678933308317,-0.251715213904175
"331",0.00146068988503781,-0.156544080508438
"332",0.0696279932200121,-0.108223998251019
"333",0.0432736910692508,-0.121259306996496
"334",-0.0433922844430683,-0.239798396504423
"335",-0.0091485969439246,-0.345217063037461
"336",0.0494918596465869,-0.0723754890629822
"337",-0.0152673006089767,-0.237646310946959
"338",-0.0335464380530629,-0.215994201651425
"339",-0.0904952608042917,-0.381863863740053
"340",-0.0267347536449156,-0.18618580036373
"341",0.034198181349089,-0.0994162133838842
"342",0.0336561552482696,-0.094034885874892
"343",-0.015438821411949,-0.147783596719316
"344",-0.0721486422850737,-0.251071115734852
"345",0.0461211121769575,-0.10674655420295
"346",-0.035669432246953,-0.482224632680891
"347",0.0618340057341043,-0.597732017614679
"348",0.0173064350399411,-0.35275024115892
"349",0.00272261231305171,-0.108160587553512
"350",0.0129375680662416,-0.155379208507904
"351",0.0285516800169144,-0.0675328503034596
"352",0.0291310573386691,-0.0650433475121732
"353",0.0119324562551825,-0.307433677699467
"354",0.0087648105186664,-0.357244679365913
"355",0.00499254503878633,-0.0669094789776219
"356",-0.0695970938410996,-0.407140374958908
"357",-0.031076927244569,-0.181938834482164
"358",-0.0244286944617385,-0.272079658738516
"359",0.0335132616221866,-0.400165505033543
"360",0.044517032845611,-0.322555521870611
"361",-0.0120218680513675,-0.199067587502574
"362",0.0108685628375213,-0.114008558688663
"363",-0.108416849559568,-0.36372812163187
"364",-0.00215075756535284,-0.215450692140953
"365",-0.0489753376106215,-0.217059894352855
"366",-0.0405898527647039,-0.0959918454858003
"367",-0.037536617850164,-0.284752855116624
"368",-0.0117852241498299,-0.268811040053872
"369",0.00108442944772355,-0.246800579784284
"370",0.0488998236780409,-0.169398862023829
"371",0.0102477822326357,-0.156321226520674
"372",0.0196872801582475,-0.0935106620290903
"373",0.0547438871825994,-0.185897023443265
"374",0.04717064351687,-0.267264082793746
"375",0.025482933659537,-0.0868254110283903
"376",0.0235874573899006,-0.225110746199126
"377",0.0471517470297167,-0.183679810925542
"378",-0.0245877851645536,-0.391719357875621
"379",0.00665665829735826,-0.155483927658384
"380",-0.0451090150648356,-0.32389579407813
"381",-0.0492409338166543,-0.30774179404988
"382",0.0159404321461661,-0.259122156555641
"383",-0.0252916895861558,-0.331500792259977
"384",-0.00846552143897135,-0.267670774114196
"385",-0.00656884810636571,-0.134484189371284
"386",-0.0315749899461205,-0.162872801300496
"387",-0.0257545817566451,-0.238537578808368
"388",0.0063164973294322,-0.194340518685106
"389",0.0308819687670626,-0.24497358175869
"390",-0.0404620148471333,-0.290616682472859
"391",-0.0287636355890409,-0.22959146232819
"392",-0.00706128145571261,-0.122638587340188
"393",0.0359261688218772,-0.476401121377976
"394",0.0151931708683209,-0.315730885200919
"395",0.0574590556925967,-0.209512412467006
"396",0.018939877027264,-0.0378578637830617
"397",-0.0107754897125692,-0.340604806349416
"398",-0.0686147399047585,-0.206078340777886
"399",-0.0373894457011353,-0.286057067564915
"400",-0.00620209110675667,-0.150822504023562
"401",-0.0477292608242278,-0.197368285045846
"402",-0.00511240170330855,-0.0304396848675463
"403",-0.0188112987992563,-0.16666377391141
"404",-0.042170210169306,-0.222765955449627
"405",0.0250223489672009,-0.450506043780192
"406",-0.0157029054984361,-0.0875240768979276
"407",0.0108509099820962,-0.0799075389243471
"408",0.00861597322966391,-0.240338216674345
"409",-0.0164679534029252,-0.45866661440868
"410",-0.0153204429835986,-0.527292633298643
"411",-0.0140758366784421,-0.18829196571484
"412",0.0234495752029776,-0.175942908039973
"413",-0.0412429585214437,-0.00794748320898933
"414",0.0328425465268944,-0.222732780027962
"415",0.0448249959544516,-0.339999615067426
"416",-0.0218047819857685,-0.374354295682173
"417",0.0238043342692751,-0.151633155589487
"418",0.0158145754187138,-0.182989609614152
"419",-0.0293694742199681,-0.278208033856003
"420",0.0207847600303205,-0.16541012218404
"421",0.00822399666491767,-0.401210792271975
"422",-0.0293089503450223,-0.163021965138162
"423",-0.0177008642044559,-0.0731552300718345
"424",-0.00643455270225202,-0.228336822646852
"425",0.0112607479834725,-0.19744158533672
"426",-0.0178048644020172,-0.415480859263322
"427",-0.0721263035023031,-0.23288178825735
"428",0.010109216546412,-0.103487211623323
"429",-0.0478050633053087,-0.411798745390155
"430",-0.0470929873547494,-0.343114536905804
"431",-0.0338777680653973,-0.531283605114222
"432",-0.0135506528758515,-0.303066251859638
"433",0.123406838280197,-0.622829771725814
"434",-0.00963410076903445,-0.27005922883432
"435",-0.0188571993238192,-0.222902784544715
"436",-0.0374736596915323,-0.207073503011986
"437",-0.104898133273754,-0.296817862859064
"438",0.0272310057645574,-0.255895310278554
"439",-0.0486481245330031,-0.377799116149798
"440",-0.0509378768171306,-0.339471669605926
"441",0.0469042190887847,-0.486941400395444
"442",-0.0436292489274453,-0.162387461249157
"443",0.0312953419873727,-0.0852693376902414
"444",0.0261465136531263,-0.24122125875406
"445",-0.012200528563996,-0.0529813643784438
"446",0.0320729951531974,-0.199849362207912
"447",-0.0171113120166502,-0.385516121119178
"448",-0.0510676203469453,-0.483563895399835
"449",-0.012832231594389,-0.22525619969306
"450",-0.0196196421450584,-0.545500148792717
"451",-0.0180794149204439,-0.203066267644075
"452",-0.0199492836964018,-0.517834077246153
"453",0.0696394086551393,-0.29024930435632
"454",-0.110820046157947,-0.233842015620746
"455",0.00645985480060948,-0.162854070338785
"456",0.0489377463559542,-0.369226529361072
"457",-0.00645381132135211,-0.0133484699235679
"458",0.0189770271187505,-0.209551707150164
"459",-0.0210566242592063,-0.116259022068327
"460",0.0144408658777399,-0.490227282524293
"461",0.0408997580784516,-0.134556956210701
"462",-0.0433919656797911,-0.284170427558282
"463",-0.0278146023334101,-0.463146035295912
"464",0.0250416668580136,-0.166765649689324
"465",-0.0586616112993134,-0.269020960401695
"466",0.0087215008966201,-0.158353542532202
"467",0.0563986805455578,-0.111228323934471
"468",0.0106150713297824,-0.130677257148182
"469",-0.0250329114842425,-0.213536650086269
"470",0.0306936177703238,-0.152455552859478
"471",-0.00517687587482872,-0.106973777206931
"472",0.0261003843121394,-0.183219851125708
"473",-0.0304508202434038,-0.190038210077841
"474",0.0339904185169711,-0.039288135647786
"475",-0.0389692608159946,-0.182285059884092
"476",-0.0440755470517382,-0.44860561889527
"477",-0.0162028183319155,-0.323461890214832
"478",0.055440133735986,-0.0676330516596224
"479",-0.0140469850323782,-0.205537478928493
"480",-0.0544689907224656,-0.549272066565976
"481",-0.0492623733588898,-0.242176046495144
"482",-0.0236708668776499,-0.313288175934218
"483",0.026822741046611,-0.0960090905405232
"484",0.00151469258264047,-0.164225014590296
"485",0.0435494960313401,-0.279534782701973
"486",-0.023018707136928,-0.389592708150112
"487",-0.00766518367181222,-0.307001197745616
"488",-0.0128106890275595,-0.310598201994771
"489",-0.0116377644195257,-0.216774071801715
"490",0.0129579233099595,-0.154705793971837
"491",-0.000788146495977642,-0.258295333581228
"492",0.124158556173998,-0.221046288844918
"493",0.0187903086628885,-0.295299998140909
"494",0.00260142707902877,-0.228399847692473
"495",-0.00522901864492253,-0.160178422863692
"496",-0.0256970183454836,-0.120798542877071
"497",-0.0348682372195277,-0.254120732789545
"498",0.00386889321610819,-0.372975152392679
"499",-0.0347845126317546,-0.510980035822755
"500",0.0143361738980657,-0.259197539060098
