"","intercept","d","d_l1","y_l1"
"1",0.00291297747366798,0.254046577028473,-0.383354280550153,0.633315524339184
"2",-0.00322943436547507,0.332708252507961,-0.40999458555742,0.576237871803213
"3",0.0314128962019998,0.327650272631185,-0.416417561292623,0.592772551242099
"4",-0.0223291290738071,0.1045344076399,-0.304994777612622,0.728630350594855
"5",-0.00743511812555673,0.245628457352386,-0.369466796873857,0.636234753648152
"6",0.00384268663120062,0.220158818697198,-0.365064767592447,0.665447429167077
"7",0.00674572376459755,0.251271753978439,-0.377400698419806,0.639551711417886
"8",0.00683246109257831,0.402085981965134,-0.458893139434797,0.544527518644407
"9",-0.000156069832075841,0.417514142470201,-0.457598620473738,0.535696984468258
"10",-0.000347681309890203,0.301890908060942,-0.400005966084485,0.600988427681663
"11",0.0190458754460893,0.377487045273896,-0.445624516336389,0.561176260221625
"12",0.0034564497278539,0.363387070249549,-0.422257132163048,0.55331907875898
"13",-2.48062372600616e-05,0.346138307423817,-0.431996736086406,0.581831387482085
"14",0.0218073674659361,0.361939323579162,-0.428705212037286,0.554681289979064
"15",-0.0234347607779828,0.231068660229392,-0.377833039507151,0.651658386735319
"16",0.0105012555347471,0.339083196013646,-0.424660469282495,0.556451692896347
"17",0.0036841067164443,0.13127217665442,-0.317163528435467,0.723834081198979
"18",-0.00196565259616864,0.258839711121501,-0.371478339323217,0.623539513970509
"19",0.00165817983299707,0.297165884122332,-0.409299922273097,0.623254797924205
"20",-0.0080385786895518,0.228658227221375,-0.367180397969302,0.637718705730065
"21",0.00923220462013147,0.276455235253486,-0.395708745886623,0.606680248820864
"22",-0.0109555786123205,0.172941475410509,-0.339103830691686,0.68562052379876
"23",0.00559072900582966,0.324330166883803,-0.415884550741088,0.582325819651194
"24",0.00896762906275758,0.256100819185769,-0.373378293173239,0.62838134946783
"25",0.0224460971432796,0.412507601494261,-0.454438039156704,0.540140933669312
"26",0.00911508248744236,0.399337979670349,-0.439606112503604,0.533738808023575
"27",0.0114687454368663,0.30283366448547,-0.391964944819857,0.603083624453462
"28",-0.0134563587538859,0.33107804203917,-0.410134854057624,0.580132435176203
"29",0.00618698403212558,0.330129473229737,-0.412670329880587,0.58260725482707
"30",-0.0119656408586558,0.216971143357021,-0.360921871779134,0.661851536332826
"31",-0.0029720871865132,0.326028862475906,-0.394333674121999,0.566253811994102
"32",-0.029846475605952,0.262562371699569,-0.386158725953957,0.626997588869129
"33",-0.0144475276711845,0.381799542586381,-0.458735052544072,0.569342079479848
"34",-0.00357579169315031,0.398791526793323,-0.444999613573327,0.541962077559427
"35",0.00432919127646281,0.23927116952066,-0.359590351180572,0.642598919421016
"36",-0.00456291628948585,0.316574909138433,-0.40291904516302,0.594488001449291
"37",0.00396985646534745,0.33296303409796,-0.420228110264835,0.581168337851507
"38",0.00244755576893281,0.329641822376027,-0.414906535618686,0.569787927352996
"39",-0.00870363658859215,0.28458938743042,-0.382322285102292,0.60807937255027
"40",-0.0094648974398908,0.352067362659141,-0.423560219439202,0.556406223377137
"41",0.0151449093335687,0.298913415110133,-0.398859069996707,0.58918849985821
"42",0.0101121672243127,0.334678906970364,-0.424685749963926,0.571635691953939
"43",-0.00658882980981934,0.404387844505136,-0.446862353356034,0.527350509444866
"44",-0.0059382160297129,0.22749518581395,-0.381119169496076,0.661261021927293
"45",-0.00612390042717752,0.276955145936441,-0.386449553855583,0.61332118258487
"46",0.0134972285262974,0.33437564520963,-0.420513495664268,0.587539852528454
"47",-0.015703711515358,0.324863537475676,-0.415450505730311,0.582954994799709
"48",-0.00410811703957466,0.21797555473942,-0.352587662904451,0.667824256152493
"49",0.00273752533677551,0.262516194326201,-0.386403182139247,0.626603208267242
"50",-0.0330116197979593,0.352752457517031,-0.429397267630954,0.555468451035887
"51",0.0251643512235342,0.298293812461501,-0.399703749998457,0.604976620728669
"52",-0.0201500078995568,0.0755004422590592,-0.273681806127079,0.718489075297715
"53",0.000594183764011483,0.323940010425787,-0.411311155839677,0.586467003661122
"54",0.00951642988097426,0.316034811384142,-0.397417654027159,0.577869221054701
"55",0.0169422294204536,0.328901672183474,-0.41270346202327,0.578803295892224
"56",0.0158427494547912,0.311828077975783,-0.402753145464644,0.601704564297352
"57",-0.0110672662384321,0.18574864584467,-0.335685919153008,0.680374066183236
"58",0.00717345961382762,0.414662232058114,-0.460669233294253,0.517867566620994
"59",-0.0184625554649115,0.274521110394945,-0.389788701098327,0.625353249953933
"60",-0.0114265928165005,0.277127789091541,-0.385913443604134,0.617529530891965
"61",-0.0243276830769323,0.353613643366473,-0.43491902293867,0.57700393350955
"62",0.00396840766369795,0.331174307953852,-0.406756710932105,0.57969022456753
"63",0.00999104617550696,0.170773826953544,-0.334656152438158,0.701560636008251
"64",-0.00183960349372188,0.436467411651321,-0.479707967557502,0.508933575170995
"65",0.016944126364145,0.365566902698548,-0.444216537294526,0.5599957302365
"66",0.0168888582670207,0.422730637381605,-0.459137237512948,0.494613312576565
"67",0.0287595139693107,0.358052889413753,-0.444618926749796,0.578458417821459
"68",-0.0131825164659961,0.0867019294395039,-0.300474619256885,0.758195104500438
"69",-0.00228433267440376,0.292822360617195,-0.397583340525091,0.611474166544436
"70",-0.00925167068008682,0.186109933851356,-0.355019567035324,0.678571295664463
"71",-0.0246965495256522,0.309289983176712,-0.407443467484311,0.589927675469265
"72",0.0106552632496088,0.238455835970141,-0.380872321705894,0.652480140202471
"73",0.0207438188928384,0.243678142269713,-0.370726413539984,0.639110119489554
"74",0.00494314512342536,0.278413235667241,-0.388959497923293,0.622089744994979
"75",0.00112818178839527,0.342625347103701,-0.423398862769982,0.591298581360604
"76",-0.0138918712461631,0.328150291656592,-0.420141661118175,0.576045407239536
"77",-0.0114433211954859,0.231734460972204,-0.358902151991715,0.651439586675936
