"","intercept","d","d_l1"
"1",0.0051581987401799,-2.28050093726366,1.91092672812976
"2",-0.00840407420365966,-1.55450981318352,1.3517672275059
"3",0.0810413975446823,-1.51553025352426,1.31727944109665
"4",-0.0841230723302907,-3.30701840914842,2.69798258195489
"5",-0.0238997502328578,-1.99919536771388,1.69920683725369
"6",0.0124509385962565,-2.48584518217423,2.07907694232963
"7",0.0146296409500711,-2.26035234377845,1.90495306917234
"8",0.0112710788531171,-1.05872191246187,0.944722437679406
"9",0.000172727453749778,-0.983572685110336,0.90089417855751
"10",0.0145781220197158,-1.7053964596511,1.4692042608213
"11",0.043122680493981,-1.09080960820091,0.974706834522853
"12",0.0162256061413354,-1.26027935832896,1.11963256004554
"13",0.0016459321114551,-1.21644247710697,1.0649823496051
"14",0.0557734345116008,-1.29217338953225,1.13181021878444
"15",-0.0723146953675649,-2.28119101513405,1.89452617492541
"16",0.0269820165398774,-1.26886007641397,1.07964473642106
"17",0.0222051769575314,-3.41842849578383,2.81801210356206
"18",-0.00965149607235968,-1.78604603695673,1.5375671847229
"19",0.010917769476421,-1.85089900543006,1.57937059345001
"20",-0.0413066826234582,-2.70095334555492,2.22624699302505
"21",0.0273957854726086,-1.86453429424627,1.56365516472914
"22",-0.039197506604911,-3.04330162650807,2.50153160973921
"23",0.00619815309180547,-1.67008268912688,1.42710870031624
"24",0.0233608318270835,-2.08298441625687,1.77757850365249
"25",0.0427383515880483,-0.831989056141278,0.787733676496484
"26",0.0239314729753219,-0.933671386691501,0.866619469892412
"27",0.0210500460852513,-1.68366826913978,1.46943771892211
"28",-0.0336580364813464,-1.31633153159683,1.15869734047965
"29",0.0289070512728663,-1.34193113576681,1.1769856195819
"30",-0.0278233015880501,-2.68688965963232,2.2354060934132
"31",-0.00418503716996875,-1.33384742223828,1.18385826355777
"32",-0.07796639999445,-1.82285673572071,1.54787381569959
"33",-0.0380675404742014,-1.28933321788838,1.11921311410728
"34",-0.0123399716521222,-1.06171542820661,0.96286492524857
"35",0.011229768121137,-1.92323697795546,1.65321782898535
"36",-0.0127459246706278,-1.54754012609596,1.34728944785114
"37",0.0193254414754967,-1.29485835787365,1.12002795677288
"38",0.0190836751280135,-1.30009667009864,1.11924151221906
"39",-0.0163899666416009,-1.62137440075782,1.40603698825719
"40",-0.0199252704002194,-1.26777181306187,1.10901434022653
"41",0.0342645446070812,-1.63525691355467,1.38977795793756
"42",0.0134922662317324,-1.55475486102076,1.31895069518931
"43",-0.0136347894582179,-0.925003759991297,0.842151952619509
"44",-0.0170628836917515,-2.43355741424812,2.01278003754659
"45",-9.646667635135e-05,-1.54682453447991,1.33297701393436
"46",0.0335350806412376,-1.39535629509393,1.22626317633464
"47",-0.0346137297053357,-1.63334740837196,1.39019053960429
"48",-0.00748714891499373,-2.55734836468875,2.16837530754004
"49",0.00982323555718908,-1.91486412368937,1.61505684654281
"50",-0.0740058726284238,-1.24049158074953,1.07167137718829
"51",0.0667444392109973,-1.73572212928414,1.48783638189347
"52",-0.0450777955155287,-3.59182669990309,2.93628852501952
"53",-0.00677465168370887,-1.57151851101139,1.35345530532545
"54",0.02126955023952,-1.30035608110515,1.13484146964541
"55",0.0430419639912728,-1.24391418095497,1.09235739882965
"56",0.0351208206304291,-1.64856575394365,1.4286034422042
"57",-0.035490241691984,-2.85829522709843,2.39506849101005
"58",0.0131608906076457,-0.891470702323134,0.805929471784112
"59",-0.0457917132504749,-1.93539750157235,1.65098259527461
"60",-0.0249692115259816,-1.68801624574064,1.45567404217616
"61",-0.0673655524709837,-1.32917986414333,1.15391865631527
"62",0.0122114161482072,-1.40329979170047,1.23509715977861
"63",0.0463111662705935,-3.42005556687736,2.85407125639846
"64",-0.00295162140941577,-0.791769236962423,0.709794744122047
"65",0.0445224241517076,-1.16135147022065,1.00295997626782
"66",0.0376557888778263,-0.694660746549838,0.64006704615222
"67",0.0664674435077873,-1.43822120472345,1.24103079705077
"68",-0.0592950925761126,-5.44796225250724,4.44950754282849
"69",-0.00595197182123643,-1.71334675322477,1.46873248802491
"70",-0.034181508922126,-2.73002245761685,2.2545583701027
"71",-0.0653452331014796,-1.63162383185846,1.39166584995994
"72",0.0389137870856411,-2.33857201811181,1.9496998926818
"73",0.0551723227478442,-2.23072061588931,1.87666897747507
"74",0.0151625974437096,-1.63295199311639,1.3946663378916
"75",0.00295051357401464,-1.39772353515746,1.23441434937991
"76",-0.025869654539859,-1.28590819270402,1.09966236885318
"77",-0.0209665561571718,-2.39299844623104,2.0315725414457
"78",-0.012621788546695,-1.37121904248687,1.19393488182384
"79",0.024431301232704,-1.23669594801939,1.10956701564211
"80",-0.051233692282728,-2.42328874670654,1.99447614521988
