"","intercept","d","d_l1"
"1",0.00285127232801165,0.282178925148349,-0.40991376922225
"2",-0.00323633049840216,0.334018245086764,-0.412362446063743
"3",0.0319607640352841,0.315213026641598,-0.405274655130596
"4",-0.0218663033049688,0.118774010804487,-0.315241914837562
"5",-0.0074826396360961,0.256919130906695,-0.381436481601006
"6",0.00384812267840376,0.185701638558776,-0.331241486089553
"7",0.00679201546977777,0.257234973011888,-0.384210564476128
"8",0.00686054440575312,0.398310329669101,-0.455589541243115
"9",-0.000136968499739725,0.425672931416779,-0.467275039373037
"10",-0.000269941748374349,0.280131575068518,-0.378749018898578
"11",0.0192676560379988,0.366638217482606,-0.435215924971905
"12",0.00354012338523528,0.356145385186143,-0.415905729833174
"13",2.04015597528633e-05,0.346813820256712,-0.432867599394889
"14",0.0218417251534627,0.360015197343342,-0.426853045534674
"15",-0.0228402664955747,0.210625470657634,-0.353682483858441
"16",0.0100730731336856,0.392646682990731,-0.474774810255219
"17",0.00373435290527421,0.1273762406445,-0.314449488032235
"18",-0.00186370685287256,0.266943472935925,-0.380844755640366
"19",0.00176561401261003,0.261880978056867,-0.375077992648248
"20",-0.0076387962704526,0.265887231802447,-0.399711287202892
"21",0.00884751272628679,0.317585467422749,-0.43278314725645
"22",-0.0107872450607669,0.180001394451391,-0.344053482502093
"23",0.0054660695427147,0.306791348181263,-0.39763525724449
"24",0.00901222081390701,0.266808520753066,-0.384929741366632
"25",0.0232762776885897,0.39260409118226,-0.435324606338236
"26",0.00944032571461697,0.401980723507985,-0.443372737634552
"27",0.0118837117972684,0.277953522930414,-0.36985648728353
"28",-0.0137468334126282,0.339439963178807,-0.420043164756909
"29",0.00642089980454193,0.299148002730666,-0.382551891988562
"30",-0.0118745150493909,0.186584273780084,-0.330768333577555
"31",-0.00290187998903821,0.344124607862104,-0.413743798886385
"32",-0.0295432727761707,0.268415671885128,-0.390693381368922
"33",-0.014402252627457,0.329838652423875,-0.406786761310495
"34",-0.00377420476925705,0.387712271659926,-0.435337667382893
"35",0.00438939703754451,0.22700792684784,-0.350560207090247
"36",-0.00475908713624251,0.298799814507633,-0.387154314339633
"37",0.00393013495761305,0.346219026417436,-0.43344058385504
"38",0.00232687835275101,0.348174752087707,-0.432140414876245
"39",-0.00889227482300448,0.27590944410145,-0.375294041449287
"40",-0.00940669651758877,0.364145936242476,-0.435218917752291
"41",0.014846702002305,0.349491591711198,-0.447932922542822
"42",0.00987694674207347,0.353056172481335,-0.441012257372803
"43",-0.00665587274974486,0.381118417379698,-0.423955426074152
"44",-0.00588359069443734,0.233116894913527,-0.383480916226181
"45",-0.00614806327093467,0.274404248207288,-0.383927469397334
"46",0.0137814933936703,0.276554448037217,-0.363195013852996
"47",-0.0155740605057978,0.329353844835567,-0.419426422293566
"48",-0.00423159871848667,0.188341188807488,-0.327823264150689
"49",0.00268508352085454,0.270129429745746,-0.392676332507731
"50",-0.0322946936363041,0.348121885210485,-0.423146923891414
"51",0.0253256854494221,0.266028836670038,-0.367799191676508
"52",-0.019720876782011,0.139672194931191,-0.331428509568494
"53",0.000600298023331559,0.321011933691188,-0.409040130313779
"54",0.00956741340760849,0.329612530204138,-0.411779455061226
"55",0.0169768333186417,0.318575472248506,-0.402634172514389
"56",0.0162024084959383,0.324100956388815,-0.417611824882784
"57",-0.0113266632168599,0.169005040247059,-0.321541002323275
"58",0.00711561795943633,0.448152400690839,-0.493815298331018
"59",-0.0186040099706842,0.279351522832738,-0.395556833001047
"60",-0.01158049964414,0.269061111289112,-0.378812844036868
"61",-0.0245326167088321,0.344488782128263,-0.426229536048119
"62",0.00390817001851579,0.333657979240416,-0.411220203161262
"63",0.0102779539530157,0.144155527782735,-0.311617908330758
"64",-0.00171953780280858,0.425133006025831,-0.467464033430043
"65",0.0166706341135873,0.343211722790288,-0.420076225152839
"66",0.0162573788694991,0.459772163026372,-0.495634172209282
"67",0.0286174110472208,0.35092608515614,-0.436930173474841
"68",-0.0132229424888598,0.0549621814958309,-0.268609229802926
"69",-0.00230359638979364,0.270546298911623,-0.376204765694228
"70",-0.0088432188528771,0.198872201954569,-0.362572000380566
"71",-0.024312294876707,0.336436712671934,-0.433330123393572
"72",0.0105835774469285,0.238142240317516,-0.378971467693382
"73",0.0207979766719251,0.243297415855877,-0.370621108678689
"74",0.00503044301077797,0.275634687660797,-0.387592552797098
"75",0.00118844026943807,0.318147608035801,-0.401457926073102
"76",-0.01353103522577,0.352999248184058,-0.44318280148814
"77",-0.0116126940173144,0.217858310336418,-0.347807927115743
"78",-0.00524729086016193,0.345441673480477,-0.422641209966457
"79",0.0100010496526875,0.374915742392133,-0.427361802077829
"80",-0.0158989168774195,0.26236539664564,-0.398280442275708
"81",0.000420499348255363,0.0876619135525916,-0.288968612081331
"82",-0.0106517926524843,0.280182498746779,-0.39519825928171
"83",-0.014924181528782,0.262623183563002,-0.380782271384366
"84",-0.0146806741300259,0.315262632506959,-0.408592378163473
"85",-0.00886482413255482,0.0340007901385726,-0.240851600824407
"86",0.00220504857725349,0.22101207111135,-0.35965310852913
"87",0.00804513210471213,0.226996676560227,-0.373738805132576
"88",-0.000726040919638159,0.286345821700602,-0.381538836407998
"89",0.043397136930149,0.257283677414517,-0.361623828143072
"90",0.0150999427907162,0.225464846857855,-0.35784979955553
"91",0.00476182298762741,0.271815499835316,-0.382078226802712
"92",-0.00902208969088709,0.353155731337037,-0.432709375652396
"93",-0.00905571284429553,0.190935865578907,-0.328093573773845
"94",0.00943028713213045,0.224042769000595,-0.352801800030179
"95",0.00805855694283318,0.326900168508439,-0.421309787615902
"96",0.00264948262724839,0.35582180093517,-0.442509066731295
"97",-0.00462967219897152,0.324874610043594,-0.422333402169945
"98",-0.00357722272885953,0.20670281916368,-0.341305497028051
"99",-0.0106494731818126,0.346100989848981,-0.425270533886272
"100",-0.00870228092962218,0.149689757061788,-0.339973377653398
"101",0.00330469740442429,0.214098379016573,-0.358423460468008
"102",0.00580962351267709,0.476107827859965,-0.509162462828224
"103",-0.011370278990167,0.344264923379653,-0.416813261951852
"104",0.00881999400988807,0.381996401268428,-0.436204850536163
"105",-0.0112268492520475,0.198792280224176,-0.335822716406568
"106",-0.0203352638141016,0.242138517682489,-0.376005973609857
"107",-0.000781806136392803,0.172754186266012,-0.326858727403326
